Random,Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter),
0.6134362852,5/1/2016,17,1,4.79,16.32,14.6,91.22,11.65,29.09,29.88,463.25,,
0.5234209723,5/2/2016,6,1,7.41,9.3,8.28,93.22,10.74,29.22,30.02,34.9,,
0.5588816819,5/2/2016,7,1,7.8,9.09,7.82,90.44,11.48,29.21,30,220.5,,
0.0669388964,5/2/2016,8,1,9.04,9.2,7.65,88.88,14.36,29.22,30.01,643,,
0.8724541559,5/2/2016,9,1,9.96,9.53,7.67,86.96,8.68,29.24,30.03,660.5,,
0.8339692932,5/2/2016,10,1,9.85,10.68,8.27,83,8.62,29.24,30.03,1036,,
0.0139410305,5/2/2016,11,1,9.92,11.88,8.6,76.48,8.08,29.26,30.05,1170.25,,
0.548361476,5/2/2016,12,0.97,10,13.37,9.18,73.85,8.41,29.23,30.02,3131.75,,
0.4400352212,5/2/2016,13,0.99,10,13.43,9.38,73.85,8.62,29.23,30.02,2677,,
0.4250894175,5/2/2016,14,1,10,13.58,8.94,72.32,8.72,29.21,30,831.75,,
0.1724295586,5/2/2016,15,1,10,13.59,9.23,71.36,7.64,29.2,29.99,634.5,,
0.3892647452,5/2/2016,16,1,10,13.74,8.78,70.15,7.46,29.2,29.99,632.5,,
0.0728087372,5/2/2016,17,1,10,13.7,7.93,65.8,8.32,29.2,29.99,440,,
0.4959156765,5/3/2016,6,0.03,10,8.53,5.38,78.32,7.92,29.2,29.99,122.83,,
0.6359285139,5/3/2016,7,0,10,11.25,6.55,69.52,8.32,29.2,29.99,1029.75,,
0.361633346,5/3/2016,8,0,10,13.69,6.98,62,10.44,29.2,29.99,2320.75,,
0.9343566254,5/3/2016,9,0,10,15.3,6.5,54.64,11.6,29.2,29.99,3436.75,,
0.1214598054,5/3/2016,10,0.14,10,16.34,6.77,52.36,9.08,29.19,29.98,4247,,
0.3232148299,5/3/2016,11,0.3,10,17.28,5.48,44.6,8.28,29.17,29.96,3940.75,,
0.9151305323,5/3/2016,12,0.55,10,17.98,6.42,44.88,8.72,29.15,29.94,3875.5,,
0.8907629941,5/3/2016,13,0.91,10,17.88,5.34,41.72,9.6,29.13,29.92,2956,,
0.6123031653,5/3/2016,14,0.92,10,17.69,5.54,42.12,9.36,29.11,29.9,2250.25,,
0.331523956,5/3/2016,15,1,10,17.96,5.98,44.72,9.32,29.09,29.88,1179,,
0.4525886963,5/3/2016,16,1,10,17.51,5.96,44.6,10.32,29.08,29.87,937.25,,
0.973575728,5/3/2016,17,1,10,17.22,6.6,47.6,10.04,29.07,29.86,1131.5,,
0.3487799808,5/4/2016,6,0.62,9.78,10.71,9.96,90.8,8.74,28.91,29.7,169.45,,
0.2876173409,5/4/2016,7,0.26,10,11.87,9.22,81.52,13.15,28.92,29.71,746.5,,
0.2893299107,5/4/2016,8,0.97,10,12.11,8.99,80.67,16.74,28.95,29.73,1988.25,,
0.3787178658,5/4/2016,9,0.63,10,12.86,7.38,68.92,17.12,28.96,29.75,1619,,
0.4547654788,5/4/2016,10,0.83,10,13.72,7.26,65.72,15.4,28.97,29.76,3184,,
0.0668578679,5/4/2016,11,0.83,10,13.84,6.71,60.15,18.89,28.97,29.77,3269.75,,
0.8236882044,5/4/2016,12,0.99,10,13.86,5.97,58.4,20.32,28.98,29.77,2590.75,,
0.2307821317,5/4/2016,13,0.98,10,13.89,5.3,56.08,19.88,28.99,29.78,3123.5,,
0.4750153916,5/4/2016,14,0.92,10,13.12,5.04,55.32,18.2,29,29.79,2432.5,,
0.0245582743,5/4/2016,15,1,10,12.93,4.85,56.36,19.76,29.02,29.81,1315,,
0.1583535261,5/4/2016,16,0.92,10,12.56,5.13,56.44,13.96,29.03,29.82,937.75,,
0.2061513907,5/4/2016,17,1,10,12.66,5.16,58.16,12.44,29.03,29.82,825.25,,
0.8273014082,5/5/2016,6,1,10,6.28,3.76,79.16,14.28,29.13,29.92,96.38,,
0.2056616743,5/5/2016,7,1,10,7.21,4.03,77.33,16.81,29.15,29.94,487,,
0.7410206562,5/5/2016,8,0.43,10,9.1,5.12,73.19,15.84,29.17,29.96,727.75,,
0.7685578242,5/5/2016,9,0.03,10,11.72,6.66,69.32,14.36,29.18,29.97,2311.75,,
0.2464606676,5/5/2016,10,0,10,13.88,7.6,63.68,14.36,29.19,29.98,2767.5,,
0.5592969679,5/5/2016,11,0,10,15.61,7.97,58,16.6,29.18,29.97,3136.75,,
0.4467023567,5/5/2016,12,0.02,10,17.2,7.71,51.68,16.28,29.18,29.97,2991,,
0.9473853889,5/5/2016,13,0.44,10,18.17,7.01,47.64,12.16,29.18,29.97,2501.5,,
0.1323932596,5/5/2016,14,0.53,10,18.67,6.45,42.64,10.32,29.18,29.97,2561,,
0.9747282553,5/5/2016,15,0.15,10,18.86,5.74,41.88,9.08,29.17,29.96,2366.25,,
0.3311790922,5/5/2016,16,0.3,10,19.15,5.61,40,11.96,29.17,29.96,1544.75,,
0.9931518075,5/5/2016,17,0.29,10,18.42,5.84,42.2,10.76,29.17,29.96,720.25,,
0.8413278209,5/6/2016,6,0.42,9.96,9.12,7.19,81.2,5.64,29.23,30.02,146.68,,
0.6947664861,5/6/2016,7,0.14,10,13.02,7.32,64.11,7.68,29.25,30.04,922.25,,
0.6581316132,5/6/2016,8,0,10,16.08,6.28,47.04,10.32,29.25,30.04,1900.5,,
0.958114296,5/6/2016,9,0,10,18.44,5.47,39.28,11.24,29.25,30.04,2167.5,,
0.8862342411,5/6/2016,10,0,10,20.51,4.1,31.92,8.88,29.24,30.03,3942.25,,
0.3090895812,5/6/2016,11,0,10,21.29,2.86,27.76,7.56,29.22,30.01,4307,,
0.7308412616,5/6/2016,12,0.38,10,22.21,3.92,28.04,7.6,29.19,29.98,4373.75,,
0.2361395771,5/6/2016,13,0.89,10,23.03,5.02,30,6.72,29.17,29.96,4008.25,,
0.7427850543,5/6/2016,14,0.45,10,24.34,5.74,28,7.6,29.15,29.94,2507,,
0.7729399798,5/6/2016,15,0.17,10,25.68,6.32,27.04,10.64,29.11,29.9,3554.5,,
0.0353516371,5/6/2016,16,0,10,26.08,6.85,26.68,12.28,29.09,29.88,2802.25,,
0.952628732,5/6/2016,17,0.28,10,25.39,7.28,28.96,13.08,29.07,29.86,1567,,
0.5836039698,5/7/2016,6,0.52,10,18.15,11.21,60.08,16.32,28.98,29.77,134.58,,
0.4575069961,5/7/2016,7,0.14,10,19.84,11.56,55.08,22.4,28.98,29.77,889.75,,
0.252370988,5/7/2016,8,0.91,10,19.8,12.64,66.92,14.96,29,29.79,953,,
0.4436946108,5/7/2016,9,0.99,10,20.44,13.88,71.65,13.12,29.02,29.81,878.75,,
0.7037371073,5/7/2016,10,0.54,10,21.29,15.03,75.17,9.84,28.99,29.78,830.5,,
0.5264902012,5/7/2016,11,0.72,10,23.15,14.83,61.82,15.35,29.01,29.8,2148.25,,
0.1493228406,5/7/2016,12,0.81,9.93,21.3,16.55,74.13,10.33,29.01,29.8,1510,,
0.2155604137,5/7/2016,13,0.19,10,22.48,16.73,67.57,9.69,28.99,29.78,933.5,,
0.2544371488,5/7/2016,14,0.7,10,23.46,13.76,59.76,15.4,29.01,29.8,3621.75,,
0.7639447739,5/7/2016,15,0.13,10,22.82,11.32,52.16,14.38,29.02,29.81,3274.75,,
0.0439465374,5/7/2016,16,0.28,10,20.32,6.25,40.83,16.64,29.04,29.83,2436.5,,
0.0603577441,5/7/2016,17,0.25,10,18.04,1.84,34.04,16.04,29.04,29.83,805.75,,
0.8132610989,5/8/2016,6,1,8.88,10.91,6.59,72.23,6.4,29.16,29.95,11.07,,
0.7419186928,5/8/2016,7,1,8,10.64,7.54,84.08,5.76,29.16,29.95,63.75,,
0.5586161986,5/8/2016,8,1,6.8,11.05,8.61,88.09,2.16,29.19,29.99,391,,
0.2845236284,5/8/2016,9,1,8.08,11.59,9.18,85,2.24,29.21,30,706.5,,
0.1679834109,5/8/2016,10,1,10,12.03,9.32,86.4,3.12,29.22,30.01,543.75,,
0.130225024,5/8/2016,11,1,10,12.99,9.22,79.88,8.4,29.18,29.97,838,,
0.9716772046,5/8/2016,12,1,10,14.27,10.39,79.16,8.44,29.16,29.95,1275.25,,
0.7805481788,5/8/2016,13,0.92,10,15.68,10.69,73.08,8.76,29.16,29.95,1240.75,,
0.8046521479,5/8/2016,14,0.31,10,17.03,10.96,69.72,7.08,29.16,29.95,2723.75,,
0.2790022669,5/8/2016,15,0.04,10,17.74,11.17,64.96,2.04,29.15,29.94,2549.5,,
0.541560865,5/8/2016,16,0.83,10,17.83,10.79,61.44,3.08,29.16,29.95,1714.75,,
0.0087805714,5/8/2016,17,0.9,10,17.45,11.31,64.81,5.44,29.15,29.94,793,,
0.9767551241,5/9/2016,6,1,6.96,12.69,11.58,91.08,13.04,29.13,29.92,54.3,,
0.2997258615,5/9/2016,7,0.99,7.04,13.66,12.11,90.11,11.27,29.12,29.92,397.58,,
0.9836121646,5/9/2016,8,1,6.46,14.05,12.29,92.08,10.89,29.13,29.92,636,,
0.9429240427,5/9/2016,9,1,5.23,15.16,12.53,90.11,10.34,29.13,29.93,455.25,,
0.9211051231,5/9/2016,10,1,7.04,16.12,13.85,90,9.57,29.14,29.93,1134.25,,
0.0452645379,5/9/2016,11,1,6.08,16.65,14.82,90.11,10.15,29.13,29.93,361.25,,
0.2465639354,5/9/2016,12,0.97,8.89,18.16,15.82,90.56,14.78,29.11,29.9,1217,,
0.4663155081,5/9/2016,13,0.99,9.04,20.07,16.59,87.64,14.24,29.1,29.89,2376.75,,
0.5632496728,5/9/2016,14,1,10,20.41,17.25,86.37,13.76,29.09,29.88,1824.25,,
0.9662982516,5/9/2016,15,1,9.88,19.61,17.55,87.84,15.16,29.08,29.87,618.25,,
0.5325305394,5/9/2016,16,1,7.36,18.66,18.04,91.68,14.08,29.08,29.87,299.25,,
0.7425348077,5/9/2016,17,1,8.88,16.57,15.6,87.84,16.08,29.09,29.88,288.5,,
0.0801195481,5/10/2016,6,1,9.04,17.04,16.46,93,15.58,29.03,29.83,57.38,,
0.8326281209,5/10/2016,7,1,10,17.26,16.34,92.69,14.31,29.05,29.84,212.25,,
0.2199332945,5/10/2016,8,0.99,10,17.98,16.59,91.61,13.53,29.07,29.87,671.75,,
0.3890991076,5/10/2016,9,0.98,10,19.14,16.81,84,14,29.08,29.87,2024.5,,
0.362348927,5/10/2016,10,1,10,19.4,16.91,80.5,15.23,29.09,29.88,1891.25,,
0.9927436705,5/10/2016,11,1,10,19.74,17.47,82.4,13.36,29.09,29.88,1772.5,,
0.1250002943,5/10/2016,12,0.99,9.72,19.4,16.67,80.63,12.73,29.08,29.88,1536.75,,
0.2532451211,5/10/2016,13,1,7.89,19.22,16.65,83.11,14.19,29.09,29.88,1020.75,,
0.6674729278,5/10/2016,14,0.82,10,19.56,17,84,12.04,29.09,29.88,1464,,
0.3890838753,5/10/2016,15,0.31,10,20.92,16.46,75.88,12.16,29.09,29.88,1545.25,,
0.1681404796,5/10/2016,16,0.64,10,21.38,16.7,72.08,7.6,29.09,29.88,1644.25,,
0.7006375073,5/10/2016,17,0.52,10,21.36,17.01,74,3.47,29.1,29.89,996.75,,
0.5552125005,5/11/2016,6,1,0.12,14.78,14.75,100,2.03,29.21,30,259.35,,
0.2611248095,5/11/2016,7,1,0.17,16.58,16.33,98.85,3.88,29.23,30.02,904.5,,
0.677693744,5/11/2016,8,1,1.37,17.66,17.57,99.68,4.6,29.25,30.04,1298.25,,
0.8335715609,5/11/2016,9,0.97,5.92,19.26,18,95.08,7.58,29.26,30.05,1755.5,,
0.7781198949,5/11/2016,10,0.96,9.08,21,18.42,88.12,8.57,29.27,30.06,3323,,
0.714301921,5/11/2016,11,0.91,9.04,22.39,19.05,81.76,10.16,29.26,30.05,2397.75,,
0.8615199148,5/11/2016,12,0.8,7.54,23.66,19.09,76.39,11.77,29.24,30.03,3665.75,,
0.8121124371,5/11/2016,13,0.29,10,24.74,18.63,68.72,8.84,29.22,30.01,4133,,
0.8151634005,5/11/2016,14,0.43,10,24.55,19.15,67.16,8.96,29.22,30.01,3039.25,,
0.2959098397,5/11/2016,15,0.81,8.47,19.45,16.93,73.98,9.85,29.19,29.99,1187.75,,
0.3330566874,5/11/2016,16,0.44,10,19.67,17.28,84.65,12.61,29.12,29.92,90.83,,
0.3849527503,5/11/2016,17,0.14,10,19.69,17.24,85.08,7.36,29.15,29.94,280.5,,
0.4981979642,5/12/2016,6,0,9.84,17.6,16.82,90.12,9.88,29.18,29.97,302,,
0.8769736725,5/12/2016,7,0.5,9.96,18.55,17.57,90,14.38,29.18,29.98,575,,
0.6544033086,5/12/2016,8,0.99,7.93,18.93,17.92,90.67,13.26,29.18,29.97,768.25,,
0.479611597,5/12/2016,9,1,6.96,19.3,18.29,90.96,11.84,29.19,29.98,887.25,,
0.191241788,5/12/2016,10,1,3.21,18.89,17.9,92.5,12.53,29.19,29.98,450.25,,
0.5465412405,5/12/2016,11,1,7.04,18.86,17.16,86.77,11.69,29.18,29.98,696.75,,
0.2035135755,5/12/2016,12,0.99,9.88,18.65,16.52,84.96,14.4,29.2,29.99,903.75,,
0.9423441517,5/12/2016,13,0.67,10,18.55,15.28,76.77,15.08,29.19,29.98,863,,
0.1292541779,5/12/2016,14,0.31,10,18.9,13.88,72.07,15.23,29.19,29.98,926.25,,
0.0972132243,5/12/2016,15,0.14,10,20.3,13.28,61.8,14.6,29.17,29.96,1568.25,,
0.7145111717,5/12/2016,16,0.44,10,20.36,13.94,63.64,16,29.17,29.96,1937.75,,
0.3092652047,5/12/2016,17,0.64,10,19.34,12.44,59.56,18.28,29.18,29.97,937.75,,
0.9932273743,5/13/2016,6,0,10,10.69,8.63,83.24,10.6,29.3,30.09,160.9,,
0.5386689943,5/13/2016,7,0,10,12.75,9.45,77.64,11.44,29.29,30.08,774.75,,
0.7564712365,5/13/2016,8,0.14,10,14.48,10.25,75.08,9.72,29.3,30.09,1675.5,,
0.8084128154,5/13/2016,9,0.14,10,15.98,9.71,63.2,10.8,29.3,30.09,2492,,
0.4083485608,5/13/2016,10,0.28,10,17.03,9.5,57.92,12.36,29.3,30.09,3029.5,,
0.8911594972,5/13/2016,11,0.15,10,17.98,9.42,54.64,12.28,29.28,30.07,3306.75,,
0.9284446656,5/13/2016,12,0,10,18.85,8.6,49.96,8.84,29.25,30.04,4493,,
0.718056367,5/13/2016,13,0,10,19.81,8.5,45.96,8.96,29.23,30.02,4461.5,,
0.4590638757,5/13/2016,14,0,10,20.58,9.31,45.84,11.88,29.21,30,4332,,
0.6396838545,5/13/2016,15,0,10,20.87,9.22,46.36,10.6,29.17,29.96,3693.75,,
0.7874046471,5/13/2016,16,0,10,20.69,8.45,42.84,10.56,29.13,29.92,2608.75,,
0.5437417242,5/13/2016,17,0,10,19.9,8.7,46.24,11.56,29.11,29.9,1162.25,,
0.1180981407,5/14/2016,6,0.66,10,5.74,2.4,75.48,20.96,29.23,30.02,210.13,,
0.6364218874,5/14/2016,7,0.62,10,6.77,2.44,70.04,22.32,29.24,30.03,922.75,,
0.2648578587,5/14/2016,8,1,10,7.23,2.3,69.16,22.72,29.26,30.05,1676.25,,
0.6253086373,5/14/2016,9,1,10,7.87,2.25,67.08,22.12,29.27,30.06,1763.5,,
0.4311819256,5/14/2016,10,1,10,8.69,2.25,63.96,19.48,29.28,30.07,2388,,
0.2344945243,5/14/2016,11,1,10,9.09,1.88,60.88,21,29.29,30.08,2342,,
0.5770386755,5/14/2016,12,1,10,9.52,2.22,59.44,21.36,29.28,30.07,2399.25,,
0.2007593857,5/14/2016,13,1,10,9.69,1.76,57.64,18.8,29.28,30.07,2372,,
0.1927556416,5/14/2016,14,1,10,10.4,2.22,57.44,19.84,29.28,30.07,2888.25,,
0.7683580709,5/14/2016,15,1,10,10.71,2.08,54.84,18.16,29.27,30.06,2206.25,,
0.6026942474,5/14/2016,16,1,10,10.98,2.34,54.76,16.8,29.27,30.06,1517.25,,
0.819797758,5/14/2016,17,0.89,10,11.06,2.04,51.56,14.72,29.27,30.06,1170.75,,
0.8747007239,5/15/2016,6,0.39,10,7.35,3.65,75.44,9.92,29.32,30.12,246.98,,
0.968431297,5/15/2016,7,0,10,9.14,3.56,68.12,14,29.34,30.13,1083.25,,
0.0674122388,5/15/2016,8,0.14,10,10.4,1.48,53.04,16.68,29.34,30.14,2320.5,,
0.8425010245,5/15/2016,9,0,10,11.37,-0.89,41.92,16.8,29.35,30.15,3439.75,,
0.3664824145,5/15/2016,10,0.28,10,11.91,-0.01,43.32,16.24,29.37,30.17,4239.75,,
0.1670533994,5/15/2016,11,0.63,10,12.33,0.47,42.56,15.32,29.38,30.17,4512.5,,
0.5598535752,5/15/2016,12,0.14,10,12.51,0.53,43.16,18.72,29.36,30.16,4548,,
0.2644837708,5/15/2016,13,0.01,10,13.08,-1.24,37.64,12.8,29.37,30.17,4491.25,,
0.4508954675,5/15/2016,14,0,10,13.38,-1.54,35.28,11.12,29.37,30.17,4456.5,,
0.7465617429,5/15/2016,15,0,10,13.66,-1.86,33.64,11,29.36,30.16,4015,,
0.15325162,5/15/2016,16,0,10,13.76,-2.13,32,8.2,29.36,30.15,3096,,
0.8332794502,5/15/2016,17,0,10,13.55,-3.04,30.6,6.44,29.36,30.15,1846.25,,
0.3416931247,5/16/2016,6,0,9.04,8.59,3.2,67.48,7.72,29.4,30.2,273,,
0.9042933667,5/16/2016,7,0,10,11.74,2.9,53.16,10.16,29.41,30.21,1111.5,,
0.499430764,5/16/2016,8,0,10,14.44,3.26,45.04,11.2,29.41,30.21,2333,,
0.4068173238,5/16/2016,9,0,10,16.25,3.95,42.28,14.48,29.41,30.21,3441,,
0.0432057271,5/16/2016,10,0,10,17.42,4.06,38.88,11.88,29.4,30.2,3745.5,,
0.0506431954,5/16/2016,11,0.14,10,17.82,3.67,37.32,12.4,29.39,30.19,3500.75,,
0.7278206644,5/16/2016,12,0,10,18.27,3.63,36.04,10.8,29.37,30.17,3570.25,,
0.0987773978,5/16/2016,13,0.14,10,17.7,4.2,38.88,10.24,29.36,30.16,3303.75,,
0.3757786355,5/16/2016,14,0.9,10,16.89,5.07,42.48,13.88,29.36,30.16,2290.5,,
0.4202244384,5/16/2016,15,0.72,10,16.44,5.44,44.84,13,29.36,30.16,1075.5,,
0.6256391224,5/16/2016,16,0.66,10,16.08,4.97,43.84,11.2,29.36,30.16,559.5,,
0.7753060823,5/16/2016,17,0.92,10,15.72,5.85,48.8,7.72,29.35,30.15,566.25,,
0.8992686521,5/17/2016,6,1,10,10.81,8.78,85.04,4.04,29.41,30.21,106.6,,
0.172349388,5/17/2016,7,1,10,11.4,8.62,79.28,7.44,29.41,30.21,275.75,,
0.4449610068,5/17/2016,8,1,10,12.32,8.75,76.48,9.36,29.41,30.21,713.75,,
0.1044824373,5/17/2016,9,0.92,10,13.22,8.52,69.96,10,29.42,30.22,1377.5,,
0.068888753,5/17/2016,10,0.75,10,13.94,7.85,64.32,8.92,29.42,30.22,1735.25,,
0.5944409354,5/17/2016,11,0.91,10,14.56,8.06,62.2,8.56,29.41,30.21,2173.5,,
0.6011000378,5/17/2016,12,0.9,10,14.56,7.78,60.62,6.73,29.4,30.2,2486.5,,
0.2111564493,5/17/2016,13,1,10,14.3,8.67,64.56,6.52,29.39,30.19,1416.75,,
0.1336198093,5/17/2016,14,1,9.84,13.74,9.09,68.36,7.32,29.39,30.18,859,,
0.0105840026,5/17/2016,15,1,10,13.48,9.91,75.2,6.52,29.37,30.17,696,,
0.7362172296,5/17/2016,16,1,10,13.4,10.35,77.88,6.64,29.36,30.16,473.25,,
0.3736513066,5/17/2016,17,1,10,13.21,10.63,80.84,5.36,29.36,30.16,513,,
0.9854679881,5/18/2016,6,0,10,8.53,2.9,65.12,9.04,29.41,30.21,242,,
0.194364778,5/18/2016,7,0,10,10.99,3.72,59.72,9.04,29.43,30.23,1104,,
0.3456846531,5/18/2016,8,0.14,10,12.91,5.38,59.76,7.32,29.44,30.24,2332,,
0.0532485922,5/18/2016,9,0.23,10,14.8,7.8,61.77,6.06,29.43,30.23,3348.25,,
0.5172759797,5/18/2016,10,0.14,10,16.4,8.31,57.36,5.16,29.43,30.23,4075.5,,
0.8804661948,5/18/2016,11,0.43,10,17.68,8.34,51.36,6.96,29.42,30.22,4074,,
0.1242910724,5/18/2016,12,0.73,10,18.48,6.83,44.44,6.68,29.4,30.2,3571.25,,
0.0387996861,5/18/2016,13,0.65,10,19.62,6.56,40.92,8,29.39,30.19,2753.75,,
0.5768578548,5/18/2016,14,0.91,10,19.44,6.39,41.24,7,29.37,30.17,2482.75,,
0.2628237924,5/18/2016,15,0.89,10,19.07,6.32,41.68,4.8,29.36,30.16,2047,,
0.8744280294,5/18/2016,16,1,10,18.92,5.35,37.72,3.84,29.36,30.16,1179.25,,
0.7478066927,5/18/2016,17,0.31,10,18.88,4.54,36.8,1.16,29.36,30.15,1488.5,,
0.9115490555,5/19/2016,6,0,10,12.35,6.54,67.4,6.64,29.41,30.21,292.5,,
0.2394984358,5/19/2016,7,0,10,14.73,5.93,56.32,3.8,29.42,30.22,1103.25,,
0.6162196975,5/19/2016,8,0,10,16.88,5.42,46.72,4.76,29.42,30.22,2274.5,,
0.7726014641,5/19/2016,9,0,10,18.48,3.34,36,1.2,29.41,30.21,3284.75,,
0.2435439841,5/19/2016,10,0,10,19.42,3.48,33.28,4.68,29.41,30.21,3991.25,,
0.4579430972,5/19/2016,11,0,10,20.12,3.22,31.32,2.68,29.4,30.2,4375,,
0.5342850238,5/19/2016,12,0.14,10,20.89,3.75,30.68,2.88,29.37,30.17,4446.75,,
0.7953047184,5/19/2016,13,0.14,10,21.46,4.14,30.92,7.56,29.36,30.16,4418.25,,
0.3444081636,5/19/2016,14,0,10,21.86,3.04,27.68,3.92,29.35,30.14,4301,,
0.1233221507,5/19/2016,15,0,10,22.32,2.95,26.32,5.44,29.34,30.14,3654.25,,
0.785828365,5/19/2016,16,0,10,22.21,2.36,25.36,4.04,29.34,30.13,2874.75,,
0.3386260411,5/19/2016,17,0,10,21.63,3.06,27.36,8.08,29.31,30.11,1784,,
0.0547937145,5/20/2016,6,0,10,13.69,7.2,62.92,7.64,29.35,30.15,117.63,,
0.5184091411,5/20/2016,7,0.02,10,14.72,7.58,62.4,7.72,29.34,30.14,231.25,,
0.3923141134,5/20/2016,8,0.14,10,16.21,7.31,54.64,9.64,29.34,30.14,1102.5,,
0.967518473,5/20/2016,9,0,10,18.26,7.04,44.56,11.64,29.33,30.12,1479.5,,
0.0377273234,5/20/2016,10,0,10,19.5,6,38.84,16.92,29.31,30.11,1690,,
0.5855084474,5/20/2016,11,0.16,10,20.17,5.51,36.4,12.44,29.3,30.09,1991.5,,
0.9642171529,5/20/2016,12,1,10,20.04,4.85,35.04,11.88,29.29,30.08,1769.25,,
0.0955546424,5/20/2016,13,1,10,19.58,5.29,36.76,10.24,29.28,30.07,1408.75,,
0.9853017523,5/20/2016,14,1,10,19.49,5.5,37.12,14.28,29.27,30.06,852,,
0.4152481246,5/20/2016,15,1,10,18.89,5.52,38.6,13.32,29.26,30.05,631,,
0.2196245291,5/20/2016,16,1,10,17.94,6.51,43.44,14.2,29.26,30.05,685,,
0.8747401964,5/20/2016,17,1,9.84,16.21,7.01,47.35,7.64,29.25,30.04,342,,
0.6279513671,5/21/2016,6,0.74,10,12.89,7.63,66.44,7,29.3,30.09,115,,
0.6452349098,5/21/2016,7,0.32,10,15,8.23,58.55,7.04,29.31,30.1,665,,
0.9159429227,5/21/2016,8,0.04,10,18.12,8.52,50.51,8.72,29.31,30.11,1487,,
0.6654701091,5/21/2016,9,0,10,19.8,7.43,43.36,8.88,29.32,30.11,3006.25,,
0.4566432643,5/21/2016,10,0,10,21.38,6.36,35.6,11.12,29.33,30.12,3781.75,,
0.2508713119,5/21/2016,11,0,10,22.77,4.98,30.52,10.56,29.31,30.11,4156.25,,
0.0572690035,5/21/2016,12,0,10,23.89,4.01,25.88,12.8,29.3,30.09,4400,,
0.5082092651,5/21/2016,13,0.28,10,24.6,4.18,26.04,16.52,29.3,30.09,4410.25,,
0.4697075267,5/21/2016,14,0.28,10,25.08,4.2,25.76,17.32,29.29,30.08,4152,,
0.9576547036,5/21/2016,15,0,10,25.13,3.56,24.48,16.2,29.28,30.07,3606.75,,
0.2026133975,5/21/2016,16,0,10,24.99,3.52,23.76,14.08,29.28,30.07,2848.75,,
0.5289531089,5/21/2016,17,0,10,24.27,2.68,23.76,10.96,29.27,30.06,1654.5,,
0.8932068702,5/22/2016,6,0,10,14.72,6.68,55.8,5.64,29.32,30.11,275,,
0.0921794381,5/22/2016,7,0,10,18.85,5.82,42,6.2,29.33,30.12,1084.5,,
0.9278494234,5/22/2016,8,0,10,22.08,4.74,30.64,7.36,29.33,30.12,2206.5,,
0.9307909359,5/22/2016,9,0,10,23.89,4.82,27.28,8.24,29.31,30.11,3202.75,,
0.3332394273,5/22/2016,10,0,10,25.44,4.75,24.12,7.64,29.3,30.09,3936.25,,
0.3900730528,5/22/2016,11,0,10,26.73,5.15,23.36,10,29.28,30.07,4324.75,,
0.361101791,5/22/2016,12,0,10,27.54,5.7,23.68,8.6,29.26,30.05,4405.25,,
0.8127937682,5/22/2016,13,0.14,10,28.5,5.63,22.36,11.72,29.23,30.02,4393.5,,
0.3865206505,5/22/2016,14,0.42,10,28.87,5.25,20.76,9.4,29.22,30.01,4181.75,,
0.6368293744,5/22/2016,15,0.29,10,28.85,5.7,22.28,12.8,29.2,29.99,3558.5,,
0.1643723766,5/22/2016,16,0.03,10,28.75,5.28,22,14.8,29.19,29.98,1609.5,,
0.9791708577,5/22/2016,17,0,10,27.42,6,24.36,16.4,29.19,29.98,1639.5,,
0.9696087239,5/23/2016,6,0,10,15.76,9.06,62.4,6.08,29.26,30.05,274.5,,
0.5664593051,5/23/2016,7,0,10,19.45,8.36,46.56,9.08,29.26,30.05,1056.5,,
0.6136399575,5/23/2016,8,0,10,22.46,7.55,37.04,11.08,29.25,30.04,2180.75,,
0.6107298215,5/23/2016,9,0,10,24.21,6.8,31,11.76,29.23,30.02,3158,,
0.8701654749,5/23/2016,10,0,10,25.45,6.53,28.64,10.56,29.22,30.01,3850.5,,
0.3645484089,5/23/2016,11,0,10,26.35,5.8,25.32,6.92,29.21,30,4283.75,,
0.6662465886,5/23/2016,12,0,10,27,5.54,24,4.44,29.2,29.99,4394.75,,
0.7557874334,5/23/2016,13,0,10,27.68,4.42,20.82,7.42,29.19,29.98,4350.5,,
0.2776759095,5/23/2016,14,0,10,27.85,3.54,19.39,7.12,29.17,29.97,4060.75,,
0.0691775102,5/23/2016,15,0,10,27.75,3.41,19.12,8.36,29.16,29.95,3426.5,,
0.4965585177,5/23/2016,16,0,10,27.28,5.68,22.64,9.92,29.16,29.95,2622,,
0.8730053289,5/23/2016,17,0,10,26.36,5.62,24.32,7.8,29.15,29.94,1215.25,,
0.4323527967,5/24/2016,6,0,10,16.71,9.97,63.08,6,29.24,30.03,257.5,,
0.9853506368,5/24/2016,7,0,10,21.27,10.9,48.68,7.16,29.26,30.05,994,,
0.4540591568,5/24/2016,8,0.14,10,24.18,11.59,41.36,9.04,29.24,30.03,2132,,
0.9217186044,5/24/2016,9,0,10,26,11.9,38.36,11.16,29.25,30.04,3056,,
0.9418953902,5/24/2016,10,0,10,27.86,11.67,34.2,13.08,29.24,30.03,3476.75,,
0.3698150227,5/24/2016,11,0,10,28.62,9.37,28.36,16.64,29.23,30.02,2891.25,,
0.195297993,5/24/2016,12,0,10,29.06,10.24,28.53,18.23,29.21,30,4022.5,,
0.4359127104,5/24/2016,13,0.43,10,25.32,7.19,25.74,13.85,29.19,29.99,4259,,
